id,date,shelter_name,city,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,day_of_week,month,is_holiday,temperature,rainfall_mm,area_population,staff_count,funding_level,food_availability_score,medical_facilities_available,children_count,senior_citizens_count,new_admissions,exits_today,emergency_cases,unemployment_rate,crime_rate,covid_cases_city,public_event_impact
767,27-01-2025,Jeevan Jyoti Shelter,Surat,GJ,138,104,34,75.4,63,49,51,Winter,No issues reported,Monday,1,0,33.4,158.9,1570180,50,Medium,1,1,68,4,4,7,1,9.6,7.9,71,1
768,05-11-2024,Karuna Bhavan,Bangalore,KA,160,140,20,87.5,29,54,46,Autumn,Excellent condition,Tuesday,11,0,26.9,72.6,4890349,30,Low,5,0,4,4,17,0,2,5.5,2.5,67,1
769,11-08-2024,Asha Deep Shelter,Hyderabad,TS,223,176,47,78.9,21,41,59,Monsoon,Normal,Sunday,8,0,24.4,150.2,1676528,52,Medium,9,0,18,16,29,1,9,17.7,5.8,319,1
770,10-07-2024,Apna Ghar Ashram,Surat,GJ,142,108,34,76.1,35,58,42,Monsoon,Excellent condition,Wednesday,7,0,24.9,203.9,2964611,43,Medium,1,1,22,29,25,11,2,4.4,3.1,93,0
771,23-04-2025,Jeevan Jyoti Shelter,Hyderabad,TS,55,30,25,54.5,66,51,49,Summer,High demand,Wednesday,4,0,26.5,22.9,2837976,45,Medium,1,0,8,8,16,14,3,11.8,9.9,18,1
772,30-04-2025,Manav Seva Sangam,Delhi,DL,74,46,28,62.2,67,43,57,Summer,Needs maintenance,Wednesday,4,0,34.6,82.4,1358014,8,Low,4,0,49,5,21,3,5,12.4,14.3,127,0
773,08-10-2024,Sahara Vikas Kendra,Surat,GJ,282,206,76,73.0,20,43,57,Autumn,New admissions pending,Tuesday,10,0,37.3,242.1,2297680,34,Medium,4,0,15,24,15,2,2,11.1,15.0,342,1
774,19-04-2024,Karuna Bhavan,Pune,MH,274,210,64,76.6,63,42,58,Summer,Needs maintenance,Friday,4,0,38.9,137.9,4712315,34,Low,2,0,32,18,7,13,9,12.9,6.3,81,0
775,24-01-2025,Manav Seva Sangam,Ahmedabad,GJ,79,65,14,82.3,43,54,46,Winter,Excellent condition,Friday,1,0,34.7,164.0,2871839,26,High,9,1,1,15,23,7,0,4.7,9.4,253,0
776,24-04-2025,Apna Ghar Ashram,Mumbai,MH,135,91,44,67.4,41,49,51,Summer,Needs maintenance,Thursday,4,0,22.9,129.8,4991064,15,Medium,9,0,13,20,12,12,0,11.3,13.0,436,1
777,23-07-2024,Manav Seva Sangam,Surat,GJ,97,73,24,75.3,52,45,55,Monsoon,High demand,Tuesday,7,0,32.2,13.2,348783,6,Low,2,1,0,1,28,18,8,7.3,2.6,220,0
778,30-12-2023,Premalaya Home,Hyderabad,TS,120,81,39,67.5,61,44,56,Winter,No issues reported,Saturday,12,0,25.9,49.7,3426910,48,Medium,9,1,57,9,23,4,8,17.1,10.7,342,0
779,20-07-2025,Daya Sagar,Bangalore,KA,114,104,10,91.2,44,51,49,Monsoon,Excellent condition,Sunday,7,0,21.4,133.7,3652571,16,High,6,0,15,15,15,12,4,14.4,6.7,96,1
780,21-07-2024,Navjeevan Griha,Hyderabad,TS,96,93,3,96.9,63,50,50,Monsoon,No issues reported,Sunday,7,0,36.0,62.8,1187613,34,Low,8,1,78,36,10,19,8,17.6,3.9,51,1
781,22-06-2025,Manav Seva Sangam,Mumbai,MH,86,78,8,90.7,53,55,45,Monsoon,Needs maintenance,Sunday,6,0,16.0,15.0,3929928,40,Low,4,0,46,14,5,0,6,3.6,6.6,174,1
782,14-12-2024,Apna Ghar Ashram,Pune,MH,267,219,48,82.0,28,51,49,Winter,Needs maintenance,Saturday,12,0,37.5,253.1,3905288,22,Low,2,0,43,12,26,15,8,7.3,2.1,337,0
783,12-07-2024,Karuna Bhavan,Delhi,DL,136,131,5,96.3,30,41,59,Monsoon,New admissions pending,Friday,7,0,26.5,294.4,2165226,30,High,2,0,79,12,2,1,6,5.9,10.7,181,1
784,20-08-2025,Daya Sagar,Pune,MH,194,170,24,87.6,25,43,57,Monsoon,High demand,Wednesday,8,0,30.9,237.9,1390683,57,High,9,1,13,31,0,6,8,3.2,4.5,427,0
785,26-02-2025,Premalaya Home,Hyderabad,TS,152,126,26,82.9,21,60,40,Winter,Needs maintenance,Wednesday,2,0,31.5,256.1,3680400,11,High,1,1,23,44,17,5,1,6.6,5.4,352,1
786,01-10-2024,Sahara Vikas Kendra,Surat,GJ,121,107,14,88.4,69,51,49,Autumn,Excellent condition,Tuesday,10,1,37.4,72.6,2904119,5,Low,7,1,54,46,4,4,7,13.2,2.7,390,1
787,24-01-2025,Manav Seva Sangam,Ahmedabad,GJ,104,96,8,92.3,20,49,51,Winter,Needs maintenance,Friday,1,0,30.9,288.2,2723705,30,High,3,0,14,45,12,3,6,6.5,13.1,114,0
788,26-03-2025,Manav Seva Sangam,Surat,GJ,185,147,38,79.5,31,58,42,Summer,Excellent condition,Wednesday,3,0,30.3,59.1,3647170,27,Medium,3,0,71,7,9,1,5,10.6,7.9,347,0
789,10-06-2024,Manav Seva Sangam,Surat,GJ,183,135,48,73.8,38,54,46,Monsoon,Needs maintenance,Monday,6,0,16.7,285.4,3355610,30,High,2,0,33,42,4,9,4,16.3,9.0,0,0
790,20-02-2025,Jeevan Jyoti Shelter,Pune,MH,180,141,39,78.3,46,42,58,Winter,Excellent condition,Thursday,2,1,28.0,298.4,503222,49,Low,6,1,1,17,25,4,3,13.4,9.0,62,1
791,26-12-2023,Sahara Vikas Kendra,Ahmedabad,GJ,94,63,31,67.0,24,43,57,Winter,Needs maintenance,Tuesday,12,0,18.8,213.5,2138618,10,Medium,2,0,26,55,13,17,6,8.9,6.7,247,1
792,31-08-2025,Daya Sagar,Mumbai,MH,67,49,18,73.1,40,51,49,Monsoon,Needs maintenance,Sunday,8,0,33.4,294.3,4882094,10,High,4,0,73,35,16,9,2,8.6,3.7,230,1
793,02-10-2024,Karuna Bhavan,Kolkata,WB,175,120,55,68.6,29,60,40,Autumn,High demand,Wednesday,10,0,27.8,170.9,2649327,48,Medium,9,1,71,25,0,14,7,9.8,11.4,225,0
794,12-08-2025,Umeed Ki Kiran,Jaipur,RJ,297,271,26,91.2,46,45,55,Monsoon,Excellent condition,Tuesday,8,0,32.0,77.9,4450852,12,Medium,9,1,22,9,24,8,1,5.7,2.8,422,0
795,30-09-2023,Daya Sagar,Mumbai,MH,72,68,4,94.4,30,58,42,Monsoon,No issues reported,Saturday,9,0,16.0,131.1,4695287,28,Low,6,1,67,30,1,10,0,12.5,2.5,18,0
796,14-07-2025,Navjeevan Griha,Kolkata,WB,170,128,42,75.3,65,43,57,Monsoon,Needs maintenance,Monday,7,0,17.1,178.1,2643157,26,Medium,4,0,13,32,6,16,1,8.5,10.9,30,0
797,02-04-2024,Asha Deep Shelter,Surat,GJ,86,56,30,65.1,23,60,40,Summer,High demand,Tuesday,4,1,32.9,21.9,2847909,23,Medium,7,0,62,28,9,8,8,15.8,3.9,332,1
798,28-01-2024,Premalaya Home,Pune,MH,298,238,60,79.9,19,54,46,Winter,Excellent condition,Sunday,1,0,16.8,186.7,2999311,41,Low,1,0,64,4,19,15,4,14.3,5.3,120,0
799,13-11-2024,Navjeevan Griha,Mumbai,MH,95,71,24,74.7,27,60,40,Autumn,Needs maintenance,Wednesday,11,0,16.8,294.4,267314,22,Low,4,1,67,12,6,5,7,12.2,7.7,23,0
800,12-03-2025,Manav Seva Sangam,Ahmedabad,GJ,190,109,81,57.4,67,43,57,Summer,High demand,Wednesday,3,1,15.3,57.0,2685122,35,Low,5,1,62,0,23,10,2,8.5,7.3,324,1
801,26-06-2025,Jeevan Jyoti Shelter,Ahmedabad,GJ,157,120,37,76.4,41,60,40,Monsoon,New admissions pending,Thursday,6,0,38.9,237.8,3516032,41,Medium,8,1,63,22,15,16,6,6.1,10.9,470,1
802,09-12-2023,Manav Seva Sangam,Chennai,TN,265,194,71,73.2,57,45,55,Winter,Needs maintenance,Saturday,12,0,33.4,272.4,798692,34,Medium,2,1,31,39,4,3,1,14.6,9.7,210,0
803,02-10-2024,Premalaya Home,Delhi,DL,177,110,67,62.1,44,41,59,Autumn,High demand,Wednesday,10,0,23.8,283.1,2432962,46,Medium,5,0,78,2,28,14,7,10.3,10.0,448,0
804,17-07-2024,Apna Ghar Ashram,Bangalore,KA,132,128,4,97.0,64,57,43,Monsoon,No issues reported,Wednesday,7,0,22.4,288.0,3516689,37,Low,6,0,12,2,27,0,6,6.4,11.0,160,0
805,07-05-2024,Sahara Vikas Kendra,Jaipur,RJ,256,188,68,73.4,22,46,54,Summer,Excellent condition,Tuesday,5,0,23.7,156.4,2126775,14,High,5,0,65,6,11,19,4,5.9,5.1,254,0
806,08-07-2024,Daya Sagar,Surat,GJ,173,164,9,94.8,48,43,57,Monsoon,Needs maintenance,Monday,7,0,34.4,293.2,1664694,41,Medium,9,0,18,35,16,0,3,5.5,5.5,58,0
807,05-04-2025,Umeed Ki Kiran,Bangalore,KA,75,45,30,60.0,29,41,59,Summer,Needs maintenance,Saturday,4,1,31.5,227.2,631904,16,High,1,0,23,34,15,8,0,14.7,7.1,113,0
808,11-10-2023,Asha Deep Shelter,Delhi,DL,50,36,14,72.0,39,53,47,Autumn,High demand,Wednesday,10,1,19.6,48.5,4515669,58,Low,3,0,10,14,19,11,4,6.4,5.3,416,1
809,09-04-2024,Manav Seva Sangam,Surat,GJ,265,134,131,50.6,56,54,46,Summer,No issues reported,Tuesday,4,0,19.4,143.1,3338210,34,Medium,2,0,58,39,25,3,8,10.9,14.8,159,1
810,19-02-2025,Premalaya Home,Delhi,DL,251,202,49,80.5,54,57,43,Winter,Needs maintenance,Wednesday,2,0,17.5,215.5,3931143,31,High,3,0,14,2,15,12,9,9.8,12.4,442,1
811,18-04-2024,Daya Sagar,Chennai,TN,138,101,37,73.2,58,48,52,Summer,Excellent condition,Thursday,4,1,31.5,74.2,4961077,43,Medium,9,1,9,28,18,6,3,11.7,3.3,219,1
812,08-07-2025,Manav Seva Sangam,Kolkata,WB,120,97,23,80.8,52,51,49,Monsoon,No issues reported,Tuesday,7,0,34.1,192.2,3196779,13,Medium,9,1,40,29,25,7,8,16.2,1.1,356,0
813,16-10-2023,Navjeevan Griha,Pune,MH,101,81,20,80.2,31,52,48,Autumn,High demand,Monday,10,0,21.6,200.0,1995537,58,Medium,2,0,26,38,14,12,1,16.0,1.6,168,0
814,17-06-2025,Navjeevan Griha,Mumbai,MH,216,157,59,72.7,28,41,59,Monsoon,New admissions pending,Tuesday,6,1,15.5,48.8,2091381,25,High,3,1,59,17,11,10,3,9.8,4.4,11,0
815,08-01-2024,Navjeevan Griha,Pune,MH,192,171,21,89.1,21,59,41,Winter,No issues reported,Monday,1,0,17.1,169.5,128116,16,Low,4,0,72,10,20,8,8,3.2,2.6,456,0
816,13-10-2023,Apna Ghar Ashram,Kolkata,WB,196,137,59,69.9,44,40,60,Autumn,Needs maintenance,Friday,10,0,39.2,231.5,434370,59,Medium,9,0,51,42,9,15,3,9.4,8.5,241,1
817,16-03-2024,Manav Seva Sangam,Surat,GJ,172,98,74,57.0,19,56,44,Summer,No issues reported,Saturday,3,0,22.4,149.7,2072643,33,Low,3,1,27,48,28,9,4,12.1,13.0,374,0
818,16-07-2025,Apna Ghar Ashram,Mumbai,MH,220,158,62,71.8,60,55,45,Monsoon,No issues reported,Wednesday,7,0,34.2,3.6,3424659,37,Low,7,0,64,59,25,10,7,11.4,11.3,138,0
819,26-08-2024,Karuna Bhavan,Kolkata,WB,220,195,25,88.6,47,51,49,Monsoon,New admissions pending,Monday,8,0,30.6,2.7,3502629,47,High,3,0,16,37,28,11,0,12.8,4.0,96,0
820,11-01-2024,Karuna Bhavan,Hyderabad,TS,71,56,15,78.9,64,50,50,Winter,New admissions pending,Thursday,1,0,24.5,107.1,569385,57,High,7,0,43,39,21,13,0,5.3,6.6,146,0
821,30-06-2024,Daya Sagar,Bangalore,KA,199,179,20,89.9,18,49,51,Monsoon,No issues reported,Sunday,6,0,20.1,277.9,3578880,19,Low,7,0,9,0,1,18,8,12.7,8.1,181,1
822,23-04-2024,Umeed Ki Kiran,Jaipur,RJ,237,162,75,68.4,42,52,48,Summer,No issues reported,Tuesday,4,0,18.0,68.6,1622138,6,Medium,9,0,62,28,6,11,8,5.7,12.3,56,0
823,27-01-2024,Jeevan Jyoti Shelter,Kolkata,WB,250,187,63,74.8,45,51,49,Winter,Normal,Saturday,1,0,30.4,190.3,2067337,56,High,2,0,46,9,12,17,3,14.3,12.7,41,1
824,03-02-2025,Navjeevan Griha,Ahmedabad,GJ,78,52,26,66.7,56,60,40,Winter,High demand,Monday,2,0,34.4,66.6,2373724,43,Medium,6,0,37,27,2,16,1,8.1,13.7,353,0
825,15-04-2024,Sahara Vikas Kendra,Hyderabad,TS,182,125,57,68.7,40,46,54,Summer,No issues reported,Monday,4,0,31.1,96.5,2278531,57,Medium,9,1,69,56,14,2,8,13.6,8.1,198,0
826,25-11-2023,Asha Deep Shelter,Mumbai,MH,220,159,61,72.3,28,57,43,Autumn,Excellent condition,Saturday,11,1,28.3,254.4,1679753,48,Medium,2,1,75,30,0,0,3,3.7,10.7,30,0
827,23-10-2023,Navjeevan Griha,Hyderabad,TS,275,236,39,85.8,66,54,46,Autumn,New admissions pending,Monday,10,0,16.0,218.7,276256,58,Low,2,0,52,18,25,18,5,9.1,2.6,179,1
828,11-08-2024,Daya Sagar,Kolkata,WB,234,216,18,92.3,69,51,49,Monsoon,Needs maintenance,Sunday,8,0,39.2,28.6,470539,22,Medium,5,1,77,2,2,3,0,13.6,8.9,1,0
829,13-07-2025,Jeevan Jyoti Shelter,Ahmedabad,GJ,206,159,47,77.2,38,40,60,Monsoon,No issues reported,Sunday,7,0,35.0,128.6,3423307,7,Low,8,0,43,35,24,15,8,6.4,4.5,466,0
830,24-04-2024,Sahara Vikas Kendra,Mumbai,MH,160,109,51,68.1,61,45,55,Summer,Needs maintenance,Wednesday,4,0,22.3,8.8,600242,11,Low,9,0,73,42,9,11,4,14.9,7.0,421,0
831,19-04-2024,Manav Seva Sangam,Chennai,TN,144,110,34,76.4,66,60,40,Summer,High demand,Friday,4,0,39.5,144.3,3547831,47,Medium,2,0,53,14,26,12,2,12.5,9.9,287,1
832,09-04-2025,Asha Deep Shelter,Ahmedabad,GJ,251,179,72,71.3,62,54,46,Summer,New admissions pending,Wednesday,4,0,30.0,198.7,2898439,22,Medium,5,0,19,32,26,16,3,11.8,4.6,137,1
833,24-07-2024,Jeevan Jyoti Shelter,Hyderabad,TS,256,218,38,85.2,56,55,45,Monsoon,New admissions pending,Wednesday,7,0,29.6,35.6,4770553,48,Medium,7,1,78,40,14,7,0,8.3,1.7,104,0
834,25-11-2024,Sahara Vikas Kendra,Pune,MH,154,127,27,82.5,42,44,56,Autumn,Needs maintenance,Monday,11,0,33.7,86.7,2572919,42,Medium,6,1,30,42,21,12,8,10.2,1.1,391,1
835,15-12-2024,Jeevan Jyoti Shelter,Jaipur,RJ,87,71,16,81.6,55,45,55,Winter,New admissions pending,Sunday,12,0,35.3,119.4,2071835,41,Low,6,1,6,50,26,19,7,12.0,1.3,217,0
836,02-03-2024,Karuna Bhavan,Kolkata,WB,282,198,84,70.2,36,45,55,Summer,No issues reported,Saturday,3,0,31.4,275.9,849687,37,Medium,7,1,57,44,5,4,3,10.1,1.1,221,0
837,18-11-2023,Daya Sagar,Hyderabad,TS,50,35,15,70.0,50,41,59,Autumn,No issues reported,Saturday,11,1,18.2,298.0,3899091,48,Medium,3,0,9,25,19,17,1,13.5,2.5,330,1
838,09-07-2024,Sahara Vikas Kendra,Chennai,TN,56,44,12,78.6,41,51,49,Monsoon,No issues reported,Tuesday,7,0,23.5,13.5,3581674,35,Low,3,1,9,15,14,14,8,9.5,4.4,104,0
839,02-04-2025,Umeed Ki Kiran,Bangalore,KA,296,221,75,74.7,51,52,48,Summer,No issues reported,Wednesday,4,0,38.2,228.3,2470872,15,High,9,0,38,35,23,11,3,6.0,4.1,403,0
840,01-05-2024,Apna Ghar Ashram,Delhi,DL,93,48,45,51.6,41,40,60,Summer,Normal,Wednesday,5,0,20.6,111.5,2977503,8,High,8,0,27,32,20,16,8,6.2,14.8,403,1
841,17-07-2025,Karuna Bhavan,Mumbai,MH,153,110,43,71.9,52,55,45,Monsoon,New admissions pending,Thursday,7,0,24.3,117.7,4981767,22,Low,5,1,29,19,6,14,9,3.1,5.3,126,1
842,17-12-2024,Umeed Ki Kiran,Kolkata,WB,154,121,33,78.6,50,50,50,Winter,High demand,Tuesday,12,0,25.8,226.3,400679,8,High,6,0,36,12,24,1,2,7.5,2.8,264,1
843,06-11-2024,Manav Seva Sangam,Mumbai,MH,286,215,71,75.2,41,53,47,Autumn,Excellent condition,Wednesday,11,0,26.0,275.5,4874574,53,Low,1,1,66,32,28,5,6,14.2,8.6,199,1
844,05-01-2024,Premalaya Home,Kolkata,WB,264,194,70,73.5,62,52,48,Winter,New admissions pending,Friday,1,1,30.3,285.3,2476105,38,Medium,1,1,42,4,28,16,6,14.9,13.0,251,0
845,15-05-2025,Daya Sagar,Jaipur,RJ,151,106,45,70.2,57,59,41,Summer,Needs maintenance,Thursday,5,0,38.6,173.1,4861671,33,Medium,4,1,78,36,29,15,9,6.0,10.5,14,0
846,20-05-2025,Manav Seva Sangam,Pune,MH,276,170,106,61.6,45,49,51,Summer,High demand,Tuesday,5,0,21.0,107.1,1154381,28,High,2,1,51,13,20,16,3,17.4,5.1,225,0
847,31-07-2025,Manav Seva Sangam,Mumbai,MH,91,68,23,74.7,65,60,40,Monsoon,No issues reported,Thursday,7,0,18.0,236.3,2066328,26,Medium,7,1,55,26,26,19,1,10.5,8.9,471,0
848,24-11-2024,Umeed Ki Kiran,Chennai,TN,88,55,33,62.5,38,53,47,Autumn,Excellent condition,Sunday,11,1,19.9,75.3,4482787,6,High,2,0,75,22,29,8,8,16.8,11.0,352,0
849,24-09-2023,Asha Deep Shelter,Bangalore,KA,74,52,22,70.3,52,57,43,Monsoon,Normal,Sunday,9,0,37.2,169.2,320146,48,High,2,1,67,13,4,4,3,13.6,11.2,104,0
850,19-09-2024,Premalaya Home,Mumbai,MH,164,118,46,72.0,57,56,44,Monsoon,Excellent condition,Thursday,9,0,31.1,107.6,4351828,10,Medium,5,1,8,39,29,0,7,13.8,10.3,232,0
851,13-11-2023,Manav Seva Sangam,Surat,GJ,72,52,20,72.2,58,44,56,Autumn,Needs maintenance,Monday,11,0,22.1,197.0,594026,46,Medium,4,0,22,3,3,5,1,4.3,13.2,492,0
852,12-02-2024,Apna Ghar Ashram,Kolkata,WB,76,50,26,65.8,29,58,42,Winter,No issues reported,Monday,2,0,35.4,72.1,3992863,29,High,8,1,62,38,21,13,7,6.3,13.2,318,1
853,14-04-2025,Daya Sagar,Ahmedabad,GJ,167,125,42,74.9,65,43,57,Summer,Needs maintenance,Monday,4,0,36.5,57.5,4358080,59,Medium,4,1,60,51,17,16,9,3.1,9.1,487,0
854,18-11-2024,Jeevan Jyoti Shelter,Mumbai,MH,214,131,83,61.2,53,46,54,Autumn,New admissions pending,Monday,11,0,36.2,275.5,4424798,25,Low,6,0,39,18,2,18,4,13.7,7.0,218,0
855,02-12-2024,Apna Ghar Ashram,Delhi,DL,157,129,28,82.2,35,52,48,Winter,No issues reported,Monday,12,0,38.0,30.5,4522089,59,Medium,5,0,43,46,16,0,6,8.2,10.0,276,0
856,16-12-2023,Premalaya Home,Mumbai,MH,284,254,30,89.4,63,47,53,Winter,Needs maintenance,Saturday,12,0,21.3,151.8,1440254,20,Medium,2,1,23,53,17,0,6,14.8,12.5,260,0
857,04-08-2025,Asha Deep Shelter,Bangalore,KA,183,131,52,71.6,34,41,59,Monsoon,High demand,Monday,8,0,33.9,66.3,318449,35,Low,8,0,50,3,17,12,8,8.1,1.1,380,0
858,16-08-2025,Jeevan Jyoti Shelter,Pune,MH,189,167,22,88.4,25,44,56,Monsoon,Needs maintenance,Saturday,8,0,26.5,11.7,2900774,18,Medium,2,1,57,29,23,13,2,15.3,14.9,418,1
859,07-12-2023,Asha Deep Shelter,Pune,MH,279,253,26,90.7,31,48,52,Winter,Needs maintenance,Thursday,12,0,36.0,10.8,4480675,43,Medium,9,0,32,18,23,5,9,5.0,3.6,340,1
860,09-05-2024,Premalaya Home,Surat,GJ,202,126,76,62.4,46,45,55,Summer,Excellent condition,Thursday,5,0,33.2,52.6,4225318,32,High,9,1,15,30,1,5,3,5.6,7.6,451,1
861,02-07-2025,Apna Ghar Ashram,Delhi,DL,271,263,8,97.0,43,47,53,Monsoon,New admissions pending,Wednesday,7,0,34.4,260.0,696275,36,Medium,3,1,21,30,12,0,9,8.1,13.2,368,0
862,09-07-2024,Apna Ghar Ashram,Mumbai,MH,193,171,22,88.6,51,42,58,Monsoon,High demand,Tuesday,7,0,31.4,84.7,174591,32,Medium,4,1,56,8,29,13,3,9.1,4.2,431,0
863,28-07-2025,Navjeevan Griha,Surat,GJ,85,73,12,85.9,46,51,49,Monsoon,High demand,Monday,7,0,19.4,285.1,689104,55,Low,8,0,61,52,21,2,9,8.2,7.7,335,0
864,10-01-2025,Navjeevan Griha,Hyderabad,TS,209,179,30,85.6,52,60,40,Winter,Normal,Friday,1,0,28.6,174.5,2648133,59,High,9,1,70,12,14,9,4,14.5,2.9,478,0
865,17-09-2023,Karuna Bhavan,Jaipur,RJ,82,62,20,75.6,20,45,55,Monsoon,Needs maintenance,Sunday,9,0,39.6,131.0,4511213,53,High,3,0,71,13,4,18,5,4.5,6.5,473,1
866,24-02-2025,Apna Ghar Ashram,Hyderabad,TS,267,248,19,92.9,34,50,50,Winter,Needs maintenance,Monday,2,0,38.4,174.0,3347154,13,High,5,1,69,54,2,18,2,8.3,3.5,189,1
867,16-04-2025,Umeed Ki Kiran,Bangalore,KA,226,148,78,65.5,34,47,53,Summer,New admissions pending,Wednesday,4,0,16.1,155.0,1384649,49,Medium,8,1,29,59,4,18,3,15.6,6.1,371,0
868,19-10-2023,Daya Sagar,Ahmedabad,GJ,121,82,39,67.8,63,54,46,Autumn,Needs maintenance,Thursday,10,0,19.1,227.6,1258468,26,High,3,1,22,45,4,3,2,4.0,6.2,418,0
869,31-12-2024,Sahara Vikas Kendra,Hyderabad,TS,196,152,44,77.6,26,56,44,Winter,New admissions pending,Tuesday,12,0,18.3,84.7,1210152,36,Low,7,1,31,53,4,19,1,17.1,14.9,197,1
870,21-03-2025,Karuna Bhavan,Surat,GJ,89,65,24,73.0,46,47,53,Summer,Normal,Friday,3,1,33.1,105.9,3791104,9,High,8,1,56,9,2,18,9,17.8,14.9,352,1
871,17-08-2025,Umeed Ki Kiran,Delhi,DL,273,214,59,78.4,57,55,45,Monsoon,No issues reported,Sunday,8,0,35.4,268.2,1033667,27,Low,3,0,8,47,2,9,8,4.3,2.6,276,1
872,27-12-2023,Jeevan Jyoti Shelter,Pune,MH,249,173,76,69.5,36,40,60,Winter,No issues reported,Wednesday,12,0,20.3,283.9,3273253,9,High,2,0,30,30,19,1,0,7.4,11.2,335,1
873,26-03-2024,Umeed Ki Kiran,Bangalore,KA,162,104,58,64.2,69,45,55,Summer,No issues reported,Tuesday,3,0,27.6,267.8,2415885,46,High,7,0,70,36,22,3,1,8.6,1.7,494,1
874,16-11-2024,Asha Deep Shelter,Delhi,DL,177,146,31,82.5,46,51,49,Autumn,Needs maintenance,Saturday,11,0,36.0,125.8,930096,57,Low,9,1,8,22,27,5,7,14.6,1.4,38,1
875,08-10-2023,Daya Sagar,Jaipur,RJ,139,115,24,82.7,60,42,58,Autumn,New admissions pending,Sunday,10,0,33.3,234.1,3640437,36,High,1,1,12,26,27,6,6,11.9,2.5,161,1
876,28-03-2025,Daya Sagar,Hyderabad,TS,170,118,52,69.4,63,54,46,Summer,High demand,Friday,3,0,28.6,142.9,2251340,14,High,3,0,57,5,27,15,0,12.7,14.5,489,0
877,07-09-2024,Sahara Vikas Kendra,Bangalore,KA,243,234,9,96.3,18,48,52,Monsoon,High demand,Saturday,9,0,29.8,149.3,2764766,43,High,5,1,2,25,29,6,4,14.4,14.2,120,0
878,15-07-2025,Umeed Ki Kiran,Mumbai,MH,145,143,2,98.6,64,41,59,Monsoon,Needs maintenance,Tuesday,7,0,27.7,61.4,2974537,19,Medium,3,1,34,1,17,17,9,4.8,3.7,379,1
879,25-06-2024,Karuna Bhavan,Pune,MH,168,150,18,89.3,45,43,57,Monsoon,Excellent condition,Tuesday,6,0,22.4,177.3,4834377,11,Low,1,1,20,44,25,19,5,15.5,3.3,398,0
880,28-02-2024,Apna Ghar Ashram,Surat,GJ,60,56,4,93.3,36,54,46,Winter,Excellent condition,Wednesday,2,0,29.1,55.8,1642173,33,High,7,0,63,12,19,18,4,13.6,4.4,261,1
881,02-10-2023,Daya Sagar,Bangalore,KA,62,52,10,83.9,48,45,55,Autumn,Needs maintenance,Monday,10,0,32.2,99.5,1677059,51,Low,7,0,51,50,3,8,3,11.7,8.2,449,0
882,18-04-2024,Daya Sagar,Hyderabad,TS,93,48,45,51.6,69,53,47,Summer,New admissions pending,Thursday,4,0,36.8,256.5,1124477,7,Low,8,0,33,49,0,19,0,16.3,9.0,215,1
883,23-08-2024,Daya Sagar,Surat,GJ,208,197,11,94.7,26,49,51,Monsoon,No issues reported,Friday,8,0,30.9,62.1,1523300,23,Low,5,0,34,59,25,9,6,13.5,4.1,311,0
884,14-02-2025,Jeevan Jyoti Shelter,Hyderabad,TS,215,174,41,80.9,66,41,59,Winter,High demand,Friday,2,0,34.0,21.3,347584,14,High,5,0,14,18,15,12,8,6.0,11.6,48,1
885,08-07-2024,Sahara Vikas Kendra,Kolkata,WB,188,161,27,85.6,38,44,56,Monsoon,Needs maintenance,Monday,7,0,19.0,20.7,1455802,32,High,5,1,5,0,7,17,5,9.4,5.3,91,0
886,17-02-2025,Manav Seva Sangam,Delhi,DL,127,110,17,86.6,64,50,50,Winter,New admissions pending,Monday,2,0,26.5,282.2,942015,33,Low,1,1,31,39,16,15,2,10.4,13.9,128,0
887,31-05-2025,Umeed Ki Kiran,Kolkata,WB,120,83,37,69.2,21,42,58,Summer,Needs maintenance,Saturday,5,0,15.2,152.1,4825275,19,Medium,5,1,51,31,7,16,9,3.8,10.2,320,1
888,03-03-2024,Sahara Vikas Kendra,Hyderabad,TS,96,70,26,72.9,67,41,59,Summer,New admissions pending,Sunday,3,0,21.2,122.8,2533502,39,Low,6,1,27,21,6,12,3,17.3,7.1,27,1
889,22-08-2025,Umeed Ki Kiran,Kolkata,WB,280,216,64,77.1,25,44,56,Monsoon,No issues reported,Friday,8,0,33.2,243.3,2018067,10,Medium,1,0,63,47,24,11,9,4.9,12.1,355,1
890,08-01-2025,Navjeevan Griha,Bangalore,KA,268,234,34,87.3,20,55,45,Winter,High demand,Wednesday,1,0,39.8,250.7,1701348,16,Low,7,0,78,28,7,9,4,13.5,12.5,147,0
891,31-03-2024,Karuna Bhavan,Hyderabad,TS,136,101,35,74.3,19,59,41,Summer,No issues reported,Sunday,3,0,17.5,99.7,2921259,51,Low,1,1,77,1,20,0,0,10.6,5.1,431,0
892,02-10-2024,Premalaya Home,Delhi,DL,247,153,94,61.9,65,59,41,Autumn,Normal,Wednesday,10,0,25.0,208.1,904741,42,Low,2,0,18,39,23,7,4,3.4,5.8,327,0
893,13-09-2024,Umeed Ki Kiran,Chennai,TN,126,99,27,78.6,53,43,57,Monsoon,High demand,Friday,9,0,35.0,231.3,3402214,17,High,2,1,14,37,29,17,0,16.9,14.1,64,0
